retailer_moniker,shipment_count,order_count,return_count,shipments_production_cost_usd,orders_production_cost_usd,returns_production_cost_usd,total_production_cost_usd,consumption_cost_usd,consumption_slot_hours,query_count,first_query_date,last_query_date,query_days_active,avg_queries_per_day,total_cost_usd,consumption_to_production_ratio,consumption_pct_of_total
razer,75258,48512,5977,6.35,0.6,0.38,7.329999999999999,0.0089,0.14999999999999997,98,2025-09-01,2025-10-31,61,1.61,7.338899999999999,0.0012,0.0012
versace,64735,80553,12628,5.46,1.0,0.81,7.27,0.025500000000000002,0.5,39,2025-09-08,2025-10-28,51,0.76,7.2955,0.0035,0.0035
kaosalon,76887,64312,0,6.48,0.8,0.0,7.28,0.0,0.0,0,,,1,0.0,7.28,0.0,0.0
vince,54147,64070,28758,4.57,0.8,1.84,7.21,0.038299999999999994,0.75,52,2025-10-29,2025-10-29,1,52.0,7.2482999999999995,0.0053,0.0053
trueallianceau,85875,0,0,7.24,0.0,0.0,7.24,0.0,0.0,0,,,1,0.0,7.24,0.0,0.0
gfore,54458,88114,24153,4.59,1.09,1.55,7.2299999999999995,0.0017000000000000001,0.0,33,2025-09-03,2025-10-29,57,0.58,7.231699999999999,2.0E-4,2.0E-4
beallsflorida,85785,0,0,7.23,0.0,0.0,7.23,0.0,0.0,0,,,1,0.0,7.23,0.0,0.0
sleepcountry,83413,14509,0,7.03,0.18,0.0,7.21,0.0,0.0,0,,,1,0.0,7.21,0.0,0.0
knix,82489,16665,0,6.96,0.21,0.0,7.17,0.0,0.0,0,,,1,0.0,7.17,0.0,0.0
itcosmetics,61835,130151,3842,5.21,1.62,0.25,7.08,0.08069999999999988,1.1100000000000005,518,2025-10-14,2025-10-16,3,172.67,7.1607,0.0114,0.0113
doversaddlery,75811,61786,0,6.39,0.77,0.0,7.16,0.0,0.0,0,,,1,0.0,7.16,0.0,0.0
henryschein-canada,73976,74105,0,6.24,0.92,0.0,7.16,0.0,0.0,0,,,1,0.0,7.16,0.0,0.0
danner,60737,162394,0,5.12,2.02,0.0,7.140000000000001,0.0,0.0,0,,,1,0.0,7.140000000000001,0.0,0.0
torani,49598,237752,0,4.18,2.95,0.0,7.13,0.0,0.0,0,,,1,0.0,7.13,0.0,0.0
onitsukatiger,17348,335019,23173,1.46,4.16,1.48,7.1,0.026699999999999995,0.45000000000000007,83,2025-10-01,2025-10-28,28,2.96,7.1267,0.0038,0.0037
wolverine1,83311,0,0,7.02,0.0,0.0,7.02,0.0,0.0,0,,,1,0.0,7.02,0.0,0.0
neutrogena-us,83275,0,0,7.02,0.0,0.0,7.02,0.0,0.0,0,,,1,0.0,7.02,0.0,0.0
yeti,82949,0,0,6.99,0.0,0.0,6.99,0.0,0.0,0,,,1,0.0,6.99,0.0,0.0
joesnewbalanceoutlet,57339,170916,0,4.83,2.12,0.0,6.95,0.0,0.0,0,,,1,0.0,6.95,0.0,0.0
sandro,65881,108841,0,5.55,1.35,0.0,6.9,0.0,0.0,0,,,1,0.0,6.9,0.0,0.0
moss,34122,87468,45354,2.88,1.09,2.9,6.869999999999999,0.0,0.0,0,,,1,0.0,6.869999999999999,0.0,0.0
allenedmonds,71361,68025,0,6.02,0.84,0.0,6.859999999999999,0.0,0.0,0,,,1,0.0,6.859999999999999,0.0,0.0
avocadomattress,62544,123614,0,5.27,1.54,0.0,6.81,0.0,0.0,0,,,1,0.0,6.81,0.0,0.0
havaianas,14155,451843,0,1.19,5.61,0.0,6.800000000000001,0.0,0.0,0,,,1,0.0,6.800000000000001,0.0,0.0
movado,75489,20351,2449,6.37,0.25,0.16,6.78,0.0,0.0,0,,,1,0.0,6.78,0.0,0.0
robertdyas,80001,0,0,6.75,0.0,0.0,6.75,0.0,0.0,0,,,1,0.0,6.75,0.0,0.0
de-gympluscoffee,79070,0,0,6.67,0.0,0.0,6.67,0.0,0.0,0,,,1,0.0,6.67,0.0,0.0
stussy,78959,0,0,6.66,0.0,0.0,6.66,0.0,0.0,0,,,1,0.0,6.66,0.0,0.0
goreweareu,23370,97068,53713,1.97,1.21,3.44,6.619999999999999,0.0047,0.09,4,2025-09-05,2025-09-30,26,0.15,6.624699999999999,7.0E-4,7.0E-4
americantrucks,78551,0,0,6.62,0.0,0.0,6.62,0.0,0.0,0,,,1,0.0,6.62,0.0,0.0
clearbags,63936,99131,0,5.39,1.23,0.0,6.619999999999999,0.0,0.0,0,,,1,0.0,6.619999999999999,0.0,0.0
greatnesswins,77341,7618,0,6.52,0.09,0.0,6.609999999999999,0.0,0.0,0,,,1,0.0,6.609999999999999,0.0,0.0
titandistributors,78081,0,0,6.58,0.0,0.0,6.58,0.0,0.0,0,,,1,0.0,6.58,0.0,0.0
allheart,46809,210834,0,3.95,2.62,0.0,6.57,0.0,0.0,0,,,1,0.0,6.57,0.0,0.0
overland,67349,69994,0,5.68,0.87,0.0,6.55,0.0,0.0,0,,,1,0.0,6.55,0.0,0.0
bobbibrown,60788,61515,8804,5.13,0.76,0.56,6.449999999999999,0.026899999999999993,0.3900000000000001,123,2025-10-06,2025-10-06,1,123.0,6.4769,0.0042,0.0042
burberry,50135,103991,14112,4.23,1.29,0.9,6.420000000000001,0.0054,0.12,14,2025-09-15,2025-10-14,30,0.47,6.425400000000001,8.0E-4,8.0E-4
frenchtoast,38340,95966,28868,3.23,1.19,1.85,6.27,0.13210000000000008,2.440000000000001,282,2025-09-01,2025-10-31,61,4.62,6.4021,0.0211,0.0206
stanley1913eu,6626,468727,0,0.56,5.82,0.0,6.380000000000001,0.0,0.0,0,,,1,0.0,6.380000000000001,0.0,0.0
lenovo,75675,0,0,6.38,0.0,0.0,6.38,0.0,0.0,0,,,1,0.0,6.38,0.0,0.0
splits59,20273,376249,0,1.71,4.67,0.0,6.38,0.0,0.0,0,,,1,0.0,6.38,0.0,0.0
maje,58868,109450,0,4.96,1.36,0.0,6.32,0.0,0.0,0,,,1,0.0,6.32,0.0,0.0
florencemarinex,13285,416897,0,1.12,5.18,0.0,6.3,0.0,0.0,0,,,1,0.0,6.3,0.0,0.0
mcgeeandco,49214,172274,0,4.15,2.14,0.0,6.290000000000001,0.0,0.0,0,,,1,0.0,6.290000000000001,0.0,0.0
blackcloverusa,11375,428819,0,0.96,5.33,0.0,6.29,0.0,0.0,0,,,1,0.0,6.29,0.0,0.0
dockers,51576,155809,0,4.35,1.94,0.0,6.289999999999999,0.0,0.0,0,,,1,0.0,6.289999999999999,0.0,0.0
athletaca,19998,0,71483,1.69,0.0,4.58,6.27,0.0,0.0,0,,,1,0.0,6.27,0.0,0.0
sonos,74340,0,0,6.27,0.0,0.0,6.27,0.0,0.0,0,,,1,0.0,6.27,0.0,0.0
urbanstems,74174,0,0,6.25,0.0,0.0,6.25,0.0,0.0,0,,,1,0.0,6.25,0.0,0.0
origins,63288,62204,1945,5.34,0.77,0.12,6.2299999999999995,0.0131,0.25000000000000006,29,2025-09-12,2025-09-12,1,29.0,6.243099999999999,0.0021,0.0021
barfers,47669,178057,0,4.02,2.21,0.0,6.2299999999999995,0.0,0.0,0,,,1,0.0,6.2299999999999995,0.0,0.0
boandtee,59707,91938,0,5.03,1.14,0.0,6.17,0.0,0.0,0,,,1,0.0,6.17,0.0,0.0
yankeecandleemea,55595,110075,1458,4.69,1.37,0.09,6.15,0.0,0.0,0,,,1,0.0,6.15,0.0,0.0
westmarinepro,37204,240565,256,3.14,2.99,0.02,6.15,0.0,0.0,0,,,1,0.0,6.15,0.0,0.0
trespass,10140,225094,37478,0.85,2.8,2.4,6.05,0.0,0.0,0,,,1,0.0,6.05,0.0,0.0
pandora,71798,0,0,6.05,0.0,0.0,6.05,0.0,0.0,0,,,1,0.0,6.05,0.0,0.0
thecoutureclub,71672,0,0,6.04,0.0,0.0,6.04,0.0,0.0,0,,,1,0.0,6.04,0.0,0.0
merlenorman,43634,177602,763,3.68,2.21,0.05,5.94,0.0,0.0,0,,,1,0.0,5.94,0.0,0.0
virtuelabs,42643,187034,0,3.6,2.32,0.0,5.92,0.0,0.0,0,,,1,0.0,5.92,0.0,0.0
mauijim,50777,77343,10684,4.28,0.96,0.68,5.92,0.0,0.0,0,,,1,0.0,5.92,0.0,0.0
nicandzoe,24827,237221,13466,2.09,2.95,0.86,5.9,0.0,0.0,0,,,1,0.0,5.9,0.0,0.0
thermoworks,69465,0,0,5.86,0.0,0.0,5.86,0.0,0.0,0,,,1,0.0,5.86,0.0,0.0
narscosmetics,54406,102360,0,4.59,1.27,0.0,5.859999999999999,0.0,0.0,0,,,1,0.0,5.859999999999999,0.0,0.0
joonloloi,28654,251986,4845,2.42,3.13,0.31,5.859999999999999,0.0,0.0,2,2025-09-09,2025-09-09,1,2.0,5.859999999999999,0.0,0.0
tommiecopper,40671,113553,15226,3.43,1.41,0.98,5.82,0.0,0.0,0,,,1,0.0,5.82,0.0,0.0
opopop,49702,129031,0,4.19,1.6,0.0,5.790000000000001,0.0,0.0,0,,,1,0.0,5.790000000000001,0.0,0.0
heydudeshoesusa,68364,0,0,5.76,0.0,0.0,5.76,0.0,0.0,0,,,1,0.0,5.76,0.0,0.0
society6,52811,105572,0,4.45,1.31,0.0,5.76,0.0,0.0,0,,,1,0.0,5.76,0.0,0.0
onepelotonapparel,36069,134619,16129,3.04,1.67,1.03,5.74,0.0,0.0,0,,,1,0.0,5.74,0.0,0.0
aninebing,42958,169447,0,3.62,2.1,0.0,5.720000000000001,0.0,0.0,0,,,1,0.0,5.720000000000001,0.0,0.0
wahoofitness,55879,77853,641,4.71,0.97,0.04,5.72,0.0,0.0,0,,,1,0.0,5.72,0.0,0.0
extremeterrain,67697,0,0,5.71,0.0,0.0,5.71,0.0,0.0,0,,,1,0.0,5.71,0.0,0.0
grandecosmetics,27511,273248,0,2.32,3.39,0.0,5.71,0.0,0.0,0,,,1,0.0,5.71,0.0,0.0
jbl,21208,313610,0,1.79,3.9,0.0,5.6899999999999995,0.0,0.0,0,,,1,0.0,5.6899999999999995,0.0,0.0
davidsbridal,51259,107191,0,4.32,1.33,0.0,5.65,0.0,0.0,0,,,1,0.0,5.65,0.0,0.0
yslbeauty,48625,103296,3996,4.1,1.28,0.26,5.64,0.0,0.0,0,,,1,0.0,5.64,0.0,0.0
onehanesplace,23238,238045,10397,1.96,2.96,0.67,5.59,0.0,0.0,0,,,1,0.0,5.59,0.0,0.0
gregnormancollection,41998,103802,11231,3.54,1.29,0.72,5.55,0.0,0.0,0,,,1,0.0,5.55,0.0,0.0
outdoorresearch,43806,148784,0,3.69,1.85,0.0,5.54,0.0,0.0,0,,,1,0.0,5.54,0.0,0.0
7forallmankind,32079,81962,27933,2.7,1.02,1.79,5.51,0.0103,0.18000000000000002,28,2025-10-15,2025-10-20,6,4.67,5.5203,0.0019,0.0019
harryrosen,36958,148011,6258,3.12,1.84,0.4,5.36,0.09410000000000004,1.88,61,2025-10-29,2025-10-29,1,61.0,5.4541,0.0176,0.0173
wsjwine,52905,78477,0,4.46,0.97,0.0,5.43,0.0,0.0,0,,,1,0.0,5.43,0.0,0.0
prodsanitytestretailer,49606,89795,1952,4.18,1.12,0.13,5.43,0.0,0.0,0,,,1,0.0,5.43,0.0,0.0
cellucor,47771,111797,0,4.03,1.39,0.0,5.42,0.0,0.0,0,,,1,0.0,5.42,0.0,0.0
wolfandshepherd,38077,178052,0,3.21,2.21,0.0,5.42,0.0,0.0,0,,,1,0.0,5.42,0.0,0.0
clubllondon-us,30523,228758,0,2.57,2.84,0.0,5.41,0.0,0.0,0,,,1,0.0,5.41,0.0,0.0
stewmac,55455,57978,0,4.68,0.72,0.0,5.3999999999999995,0.0,0.0,0,,,1,0.0,5.3999999999999995,0.0,0.0
levinew,63097,0,0,5.32,0.0,0.0,5.32,0.0,0.0,0,,,1,0.0,5.32,0.0,0.0
bedrosians,60389,17703,0,5.09,0.22,0.0,5.31,0.0,0.0,0,,,1,0.0,5.31,0.0,0.0
bellerose,62934,0,0,5.31,0.0,0.0,5.31,0.0,0.0,0,,,1,0.0,5.31,0.0,0.0
rag-bone-returns,14558,34075,56745,1.23,0.42,3.63,5.279999999999999,8.0E-4,0.01,5,2025-10-10,2025-10-29,20,0.25,5.280799999999999,2.0E-4,2.0E-4
musicarts,50543,82368,0,4.26,1.02,0.0,5.279999999999999,0.0,0.0,0,,,1,0.0,5.279999999999999,0.0,0.0
gracobaby,47383,79407,3457,4.0,0.99,0.22,5.21,0.045200000000000004,0.8899999999999999,60,2025-09-02,2025-10-27,56,1.07,5.2552,0.0087,0.0086
megafitmeals,34657,186570,0,2.92,2.32,0.0,5.24,0.0,0.0,0,,,1,0.0,5.24,0.0,0.0
radialretailers,61419,0,0,5.18,0.0,0.0,5.18,0.0,0.0,0,,,1,0.0,5.18,0.0,0.0
tumi,61415,0,0,5.18,0.0,0.0,5.18,0.0,0.0,0,,,1,0.0,5.18,0.0,0.0
la-senza,28078,225254,65,2.37,2.8,0.0,5.17,0.0,0.0,0,,,1,0.0,5.17,0.0,0.0
spanx-ca,40480,140999,0,3.41,1.75,0.0,5.16,0.0,0.0,0,,,1,0.0,5.16,0.0,0.0
stanley1913ca,44197,111719,0,3.73,1.39,0.0,5.12,0.0,0.0,0,,,1,0.0,5.12,0.0,0.0
guus,36389,34574,25105,3.07,0.43,1.61,5.11,0.007300000000000002,0.11,55,2025-09-04,2025-10-21,48,1.15,5.1173,0.0014,0.0014
rawlings,41688,93573,4984,3.52,1.16,0.32,5.0,0.0,0.0,0,,,1,0.0,5.0,0.0,0.0
mountainhardwear1,35701,74517,16319,3.01,0.93,1.05,4.99,0.0,0.0,0,,,1,0.0,4.99,0.0,0.0
elizabetharden,50331,58426,0,4.24,0.73,0.0,4.970000000000001,0.0,0.0,0,,,1,0.0,4.970000000000001,0.0,0.0
tile,51190,51387,0,4.32,0.64,0.0,4.96,0.0,0.0,0,,,1,0.0,4.96,0.0,0.0
stateandliberty,36169,152535,0,3.05,1.89,0.0,4.9399999999999995,0.0,0.0,0,,,1,0.0,4.9399999999999995,0.0,0.0
russellandbromley,35070,69649,17175,2.96,0.87,1.1,4.93,0.0,0.0,0,,,1,0.0,4.93,0.0,0.0
campingworld,48958,54736,1366,4.13,0.68,0.09,4.8999999999999995,0.0,0.0,0,,,1,0.0,4.8999999999999995,0.0,0.0
vancleefarpels,48878,30021,2121,4.12,0.37,0.14,4.63,0.2157,3.920000000000001,633,2025-09-01,2025-10-27,57,11.11,4.8457,0.0466,0.0445
mizzenandmain,31823,173958,0,2.68,2.16,0.0,4.84,0.0,0.0,0,,,1,0.0,4.84,0.0,0.0
pb5star,56161,7147,0,4.74,0.09,0.0,4.83,0.0,0.0,0,,,1,0.0,4.83,0.0,0.0
catbird,40609,107110,0,3.42,1.33,0.0,4.75,0.0,0.0,0,,,1,0.0,4.75,0.0,0.0
1800flowers,56203,0,0,4.74,0.0,0.0,4.74,0.0,0.0,0,,,1,0.0,4.74,0.0,0.0
karlagerfeldparis,41747,98251,0,3.52,1.22,0.0,4.74,0.0,0.0,0,,,1,0.0,4.74,0.0,0.0
mymms,46217,65502,0,3.9,0.81,0.0,4.71,0.0,0.0,0,,,1,0.0,4.71,0.0,0.0
pawtree,48268,50326,0,4.07,0.63,0.0,4.7,0.0,0.0,0,,,1,0.0,4.7,0.0,0.0
lensdirect,49232,44098,0,4.15,0.55,0.0,4.7,0.0,0.0,0,,,1,0.0,4.7,0.0,0.0
dkny,39521,110683,0,3.33,1.37,0.0,4.7,0.0,0.0,0,,,1,0.0,4.7,0.0,0.0
cartierus,40198,55183,7631,3.39,0.69,0.49,4.57,0.11060000000000003,2.0300000000000002,343,2025-09-05,2025-10-23,49,7.0,4.6806,0.0242,0.0236
heruniverse,34387,102679,7693,2.9,1.28,0.49,4.67,0.0,0.0,0,,,1,0.0,4.67,0.0,0.0
jomalone,45976,46820,2866,3.88,0.58,0.18,4.64,0.0,0.0,0,,,1,0.0,4.64,0.0,0.0
nutrabolt,54958,0,0,4.63,0.0,0.0,4.63,0.0,0.0,0,,,1,0.0,4.63,0.0,0.0
banter,40352,78372,3979,3.4,0.97,0.25,4.62,0.0,0.0,0,,,1,0.0,4.62,0.0,0.0
levenger,39848,98455,0,3.36,1.22,0.0,4.58,0.0,0.0,0,,,1,0.0,4.58,0.0,0.0
bodyguardz,54136,0,0,4.56,0.0,0.0,4.56,0.0,0.0,0,,,1,0.0,4.56,0.0,0.0
naturessunshine,39600,96387,0,3.34,1.2,0.0,4.54,0.0,0.0,0,,,1,0.0,4.54,0.0,0.0
jared,40651,70131,3730,3.43,0.87,0.24,4.54,0.0,0.0,0,,,1,0.0,4.54,0.0,0.0
fleetfeet,53515,0,0,4.51,0.0,0.0,4.51,0.0,0.0,0,,,1,0.0,4.51,0.0,0.0
guerlain,52571,5314,0,4.43,0.07,0.0,4.5,0.0,0.0,0,,,1,0.0,4.5,0.0,0.0
hatchco,12262,276047,0,1.03,3.43,0.0,4.46,0.0,0.0,0,,,1,0.0,4.46,0.0,0.0
drschollsshoes,45497,45199,0,3.84,0.56,0.0,4.4,0.0,0.0,0,,,1,0.0,4.4,0.0,0.0
brahmin,40922,72264,0,3.45,0.9,0.0,4.3500000000000005,0.011899999999999999,0.25000000000000006,22,2025-10-01,2025-10-27,27,0.81,4.3619,0.0027,0.0027
aveneusa,28833,147166,1035,2.43,1.83,0.07,4.33,0.0,0.0,0,,,1,0.0,4.33,0.0,0.0
meierdutch,5426,311787,0,0.46,3.87,0.0,4.33,0.0,0.0,0,,,1,0.0,4.33,0.0,0.0
marmot,36750,44837,9820,3.1,0.56,0.63,4.29,0.027600000000000003,0.54,21,2025-09-02,2025-10-27,56,0.38,4.3176,0.0064,0.0064
jamesperse,29548,145307,0,2.49,1.8,0.0,4.29,0.0,0.0,0,,,1,0.0,4.29,0.0,0.0
treestuff,45190,37079,383,3.81,0.46,0.02,4.29,0.0,0.0,0,,,1,0.0,4.29,0.0,0.0
radpowerbikes,31120,133705,0,2.62,1.66,0.0,4.28,0.0,0.0,0,,,1,0.0,4.28,0.0,0.0
chaussuresyellow,50706,0,0,4.28,0.0,0.0,4.28,0.0,0.0,0,,,1,0.0,4.28,0.0,0.0
maidenform,16686,167664,11653,1.41,2.08,0.75,4.24,0.0,0.0,0,,,1,0.0,4.24,0.0,0.0
trehouse,37939,78662,773,3.2,0.98,0.05,4.2299999999999995,0.0,0.0,0,,,1,0.0,4.2299999999999995,0.0,0.0
cigar,31736,124154,0,2.68,1.54,0.0,4.220000000000001,0.0,0.0,0,,,1,0.0,4.220000000000001,0.0,0.0
chubbies,49914,0,0,4.21,0.0,0.0,4.21,0.0,0.0,0,,,1,0.0,4.21,0.0,0.0
orvisreturn,13799,5,47321,1.16,0.0,3.03,4.1899999999999995,0.0,0.0,0,,,1,0.0,4.1899999999999995,0.0,0.0
montblanc,37390,69024,2271,3.15,0.86,0.15,4.16,0.0166,0.29000000000000004,169,2025-10-07,2025-10-23,17,9.94,4.1766000000000005,0.004,0.004
deltachildren,41489,46250,0,3.5,0.57,0.0,4.07,0.0,0.0,0,,,1,0.0,4.07,0.0,0.0
joahbrown,33892,94909,0,2.86,1.18,0.0,4.04,0.0,0.0,0,,,1,0.0,4.04,0.0,0.0
lacrosse-unlimited,38562,59489,570,3.25,0.74,0.04,4.03,0.0,0.0,0,,,1,0.0,4.03,0.0,0.0
icebreaker,47690,0,0,4.02,0.0,0.0,4.02,0.0,0.0,0,,,1,0.0,4.02,0.0,0.0
glossieruk,23643,162060,0,1.99,2.01,0.0,4.0,0.0,0.0,0,,,1,0.0,4.0,0.0,0.0
curology,47206,0,0,3.98,0.0,0.0,3.98,0.0,0.0,0,,,1,0.0,3.98,0.0,0.0
loopearplugs,47089,0,0,3.97,0.0,0.0,3.97,0.0,0.0,0,,,1,0.0,3.97,0.0,0.0
olehenriksen,33460,92945,0,2.82,1.15,0.0,3.9699999999999998,0.0,0.0,0,,,1,0.0,3.9699999999999998,0.0,0.0
kube,46883,0,0,3.95,0.0,0.0,3.95,0.0,0.0,0,,,1,0.0,3.95,0.0,0.0
saloncentric,46845,0,0,3.95,0.0,0.0,3.95,0.0,0.0,0,,,1,0.0,3.95,0.0,0.0
americanmuscle,46226,0,0,3.9,0.0,0.0,3.9,0.0,0.0,0,,,1,0.0,3.9,0.0,0.0
tyr,35462,38582,6301,2.99,0.48,0.4,3.87,0.0165,0.31,26,2025-10-28,2025-10-28,1,26.0,3.8865000000000003,0.0043,0.0042
farrow-ball,34267,79625,0,2.89,0.99,0.0,3.88,0.0,0.0,0,,,1,0.0,3.88,0.0,0.0
womensbestfr,23822,148132,0,2.01,1.84,0.0,3.8499999999999996,0.0,0.0,0,,,1,0.0,3.8499999999999996,0.0,0.0
serenaandlily,45494,0,0,3.84,0.0,0.0,3.84,0.0,0.0,0,,,1,0.0,3.84,0.0,0.0
431sports,29687,102093,915,2.5,1.27,0.06,3.83,0.0,0.0,0,,,1,0.0,3.83,0.0,0.0
bauerca,33547,79588,0,2.83,0.99,0.0,3.8200000000000003,0.0,0.0,0,,,1,0.0,3.8200000000000003,0.0,0.0
redken,33203,69141,2272,2.8,0.86,0.15,3.8099999999999996,0.0,0.0,0,,,1,0.0,3.8099999999999996,0.0,0.0
womensbestus,20337,168224,2,1.71,2.09,0.0,3.8,0.0,0.0,0,,,1,0.0,3.8,0.0,0.0
womensbestie,15935,197598,0,1.34,2.45,0.0,3.79,0.0,0.0,0,,,1,0.0,3.79,0.0,0.0
steelcase,43728,4367,485,3.69,0.05,0.03,3.7699999999999996,0.0,0.0,0,,,1,0.0,3.7699999999999996,0.0,0.0
dollskill,23413,143650,0,1.97,1.78,0.0,3.75,0.019100000000000002,0.3900000000000001,18,2025-09-12,2025-09-12,1,18.0,3.7691,0.0051,0.0051
outerknown,28256,109713,0,2.38,1.36,0.0,3.74,0.0,0.0,0,,,1,0.0,3.74,0.0,0.0
fellowproductsnew,44284,0,0,3.73,0.0,0.0,3.73,0.0,0.0,0,,,1,0.0,3.73,0.0,0.0
cbdfx,33238,68093,961,2.8,0.85,0.06,3.71,0.0,0.0,0,,,1,0.0,3.71,0.0,0.0
giorgioarmanibeauty,30306,65615,4090,2.56,0.82,0.26,3.6399999999999997,0.0,0.0,0,,,1,0.0,3.6399999999999997,0.0,0.0
stussykr,43073,0,0,3.63,0.0,0.0,3.63,0.0,0.0,0,,,1,0.0,3.63,0.0,0.0
laithwaiteswine,34265,59459,0,2.89,0.74,0.0,3.63,0.0,0.0,0,,,1,0.0,3.63,0.0,0.0
disneystore,21660,24749,23017,1.83,0.31,1.47,3.6100000000000003,0.0103,0.19,117,2025-10-18,2025-10-22,5,23.4,3.6203000000000003,0.0029,0.0028
pureology,29582,79530,1896,2.49,0.99,0.12,3.6000000000000005,0.0,0.0,0,,,1,0.0,3.6000000000000005,0.0,0.0
nyx,26038,82899,5396,2.2,1.03,0.35,3.5800000000000005,0.0,0.0,0,,,1,0.0,3.5800000000000005,0.0,0.0
aesop,29414,84680,802,2.48,1.05,0.05,3.58,0.0,0.0,0,,,1,0.0,3.58,0.0,0.0
patmcgrath,32120,69061,0,2.71,0.86,0.0,3.57,0.0,0.0,0,,,1,0.0,3.57,0.0,0.0
bullybillows,29338,87071,0,2.47,1.08,0.0,3.5500000000000003,0.0,0.0,0,,,1,0.0,3.5500000000000003,0.0,0.0
victorinoxswissarmy,37620,20752,1593,3.17,0.26,0.1,3.53,0.0,0.0,0,,,1,0.0,3.53,0.0,0.0
immunotec,41622,0,0,3.51,0.0,0.0,3.51,0.0,0.0,0,,,1,0.0,3.51,0.0,0.0
mudpie,24115,118573,0,2.03,1.47,0.0,3.5,0.0,0.0,0,,,1,0.0,3.5,0.0,0.0
t3micro,15900,173559,0,1.34,2.16,0.0,3.5,0.0,0.0,0,,,1,0.0,3.5,0.0,0.0
kiplingnora,29148,64547,3621,2.46,0.8,0.23,3.4899999999999998,5.0E-4,0.0,13,2025-09-24,2025-09-24,1,13.0,3.4905,1.0E-4,1.0E-4
namawell,24771,112516,0,2.09,1.4,0.0,3.4899999999999998,0.0,0.0,0,,,1,0.0,3.4899999999999998,0.0,0.0
mistore,41222,0,0,3.48,0.0,0.0,3.48,0.0,0.0,0,,,1,0.0,3.48,0.0,0.0
paisly,41053,181,6,3.46,0.0,0.0,3.46,0.0,0.0,0,,,1,0.0,3.46,0.0,0.0
df-supply,40337,0,0,3.4,0.0,0.0,3.4,0.0,0.0,0,,,1,0.0,3.4,0.0,0.0
clarinsca,35724,31511,0,3.01,0.39,0.0,3.4,0.0,0.0,0,,,1,0.0,3.4,0.0,0.0
oneractivede,17961,151418,0,1.51,1.88,0.0,3.3899999999999997,0.0,0.0,0,,,1,0.0,3.3899999999999997,0.0,0.0
crackerbarrel,30515,55942,982,2.57,0.69,0.06,3.32,0.04419999999999999,0.5100000000000001,492,2025-09-02,2025-10-31,60,8.2,3.3642,0.0133,0.0131
traegergrills,29090,73548,1,2.45,0.91,0.0,3.3600000000000003,0.0,0.0,0,,,1,0.0,3.3600000000000003,0.0,0.0
ohpolly1,39746,0,0,3.35,0.0,0.0,3.35,0.0,0.0,0,,,1,0.0,3.35,0.0,0.0
nuggetcomfort,39686,0,0,3.35,0.0,0.0,3.35,0.0,0.0,0,,,1,0.0,3.35,0.0,0.0
goodecompany,39356,0,0,3.32,0.0,0.0,3.32,0.0,0.0,0,,,1,0.0,3.32,0.0,0.0
vivobarefoot-de,24262,101471,0,2.05,1.26,0.0,3.3099999999999996,0.0,0.0,0,,,1,0.0,3.3099999999999996,0.0,0.0
cumminspartners,24991,96152,0,2.11,1.19,0.0,3.3,0.0,0.0,0,,,1,0.0,3.3,0.0,0.0
catfootwear,24304,62495,7001,2.05,0.78,0.45,3.2800000000000002,0.009499999999999998,0.13,54,2025-09-10,2025-10-20,41,1.32,3.2895000000000003,0.0029,0.0029
peoplesjewellers,31282,46123,987,2.64,0.57,0.06,3.27,0.0,0.0,0,,,1,0.0,3.27,0.0,0.0
nespressopro,33576,34396,0,2.83,0.43,0.0,3.2600000000000002,0.0,0.0,0,,,1,0.0,3.2600000000000002,0.0,0.0
olaplex uk,38392,0,0,3.24,0.0,0.0,3.24,0.0,0.0,0,,,1,0.0,3.24,0.0,0.0
purehockey,38436,0,0,3.24,0.0,0.0,3.24,0.0,0.0,0,,,1,0.0,3.24,0.0,0.0
zimmermann,15385,90585,12112,1.3,1.13,0.78,3.21,0.019499999999999997,0.01,4389,2025-09-01,2025-10-31,61,71.95,3.2295,0.0061,0.006
zox,37669,0,0,3.18,0.0,0.0,3.18,0.0,0.0,0,,,1,0.0,3.18,0.0,0.0
tgw,29733,52295,0,2.51,0.65,0.0,3.1599999999999997,0.0,0.0,0,,,1,0.0,3.1599999999999997,0.0,0.0
matouk,31254,22720,3182,2.64,0.28,0.2,3.12,0.0,0.0,0,,,1,0.0,3.12,0.0,0.0
dxengineering,27569,58999,951,2.32,0.73,0.06,3.11,6.000000000000001E-4,0.0,31,2025-09-05,2025-09-24,20,1.55,3.1106,2.0E-4,2.0E-4
womensbestuk,17508,130713,0,1.48,1.62,0.0,3.1,0.0,0.0,0,,,1,0.0,3.1,0.0,0.0
clarinsemea,36810,0,0,3.1,0.0,0.0,3.1,0.0,0.0,0,,,1,0.0,3.1,0.0,0.0
hockeymonkey,30642,20067,3891,2.58,0.25,0.25,3.08,0.013499999999999998,0.22999999999999998,48,2025-09-01,2025-10-06,36,1.33,3.0935,0.0044,0.0044
davidyurman-filtered,538,239959,0,0.05,2.98,0.0,3.03,0.0,0.0,0,,,1,0.0,3.03,0.0,0.0
sorel,16417,42837,17355,1.38,0.53,1.11,3.02,0.0,0.0,0,,,1,0.0,3.02,0.0,0.0
microsoft,35254,0,0,2.97,0.0,0.0,2.97,0.0,0.0,0,,,1,0.0,2.97,0.0,0.0
