Value,SKU,Service,Project/Account ID,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11
Actual,Commitment - dollar based v1: Cloud Dataflow Streaming CUD for 3 years,Cloud Dataflow,narvar-data-lake,,,,,,,971.7910379999998,1643.7593839999997,1641.26906,1405.1884030000003,1567.5884959999996,2016.2173229999996,1857.789403,
Actual,Cloud SQL for PostgreSQL: Zonal - Standard storage in Americas,Cloud SQL,narvar-data-lake,95.6242368,95.62385070000002,95.6242296,95.6242368,95.62432320000002,95.6247687,1190.4199038000002,1545.2995319999995,1545.2998559999999,1545.2995319999998,1545.299532,1523.3848811999999,,
Actual,Read-Write Replica for Enterprise Edition in Iowa (us-central1),Cloud Spanner,narvar-data-lake,755.1758501999998,798.1457256,823.6066607999996,823.6066653,743.9028291,822.4996635,797.0387273999997,823.6066958999996,797.0387292,823.6066761,823.6066914000002,273.8303595,,
Actual,AlloyDB Cluster Database Storage in Iowa,AlloyDB,narvar-data-lake,19.945315799999996,257.65409790000007,384.0429636,709.9678782,729.7816743000001,806.7108204000002,781.9697978999999,815.7164292000001,791.2742319,824.3690868000001,822.2032413000002,800.3562894000002,829.7295948,
Actual,AlloyDB Instance RAM Usage in Iowa,AlloyDB,narvar-data-lake,130.0488786,465.13100520000006,1141.2515646000002,1573.9426044000002,1642.0325976000004,1437.9717762,769.4902899000001,330.6338865,319.968495,330.63416279999996,330.6341700000001,15.733110599999995,,
Actual,Spot Preemptible N2 Instance Ram running in Americas,Compute Engine (GCE),narvar-data-lake,396.30376699999977,464.804273,578.9511779999999,433.77873399999993,376.4367670000001,499.14760099999995,557.579684,659.990956,706.7708749999998,795.3913780000001,770.6524370000001,738.8414989999999,717.4935319999998,
Actual,Spot Preemptible N2 Instance Core running in Americas,Compute Engine (GCE),narvar-data-lake,740.3861169999997,509.2261770000003,540.850327,405.1730949999999,351.378425,465.74410800000004,520.204521,615.836467,659.4883489999999,742.1741580000001,719.344966,690.1055079999998,670.462089,
Actual,Subscriptions retained acknowledged messages,Cloud Pub/Sub,narvar-data-lake,459.52835580000004,545.5313154,846.8412434999999,527.9079312,463.1380595999999,599.8398471000002,657.2805354000002,644.3029899,618.2565975000001,593.3718963000001,612.0347148,584.9048835,447.0133185,
Actual,Commitment - dollar based v1: AlloyDB for 3 years,AlloyDB,narvar-data-lake,,,,,,,578.013585,1027.926191,994.767214,1027.926121,1027.9260659999998,1276.6913909999998,1334.3132530000003,
Actual,N2 Instance Ram running in Americas,Compute Engine (GCE),narvar-data-lake,1891.148229000002,1424.0321847000002,952.0623405000003,980.5620510000001,841.8914532000001,612.9455192999995,52.044787799999995,86.7038427,231.08352930000012,103.73856029999997,13.105894499999946,1.4103521999999995,47.87808389999998,
